"School Name","Official School Name","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","LEA Number","School Number","Federal School Number"
"Wakelon Elementary","Wakelon Elementary","8921 Pippin Rd","-","Zebulon","NC","27597","-","-","-","-","-","-","-","920","920597","370472002806"
"Weatherstone Elementary","Weatherstone Elementary","1000 Olde Weatherstone Way","-","Cary","NC","27513","-","-","-","-","-","-","-","920","920598","370472001681"
"Walnut Creek Elementary","Walnut Creek Elementary School","2600 Sunnybrook Rd","-","Raleigh","NC","27610","-","-","-","-","-","-","-","920","920599","370472003186"
"Wendell Elementary","Wendell Elementary","3355 Wendell Blvd","-","Wendell","NC","27591","8942","-","-","-","-","-","-","920","920600","370472001904"
"Wendell Middle","Wendell Middle","3409 NC Highway 97","-","Wendell","NC","27591","-","-","-","-","-","-","-","920","920601","370472002825"
"West Cary Middle","West Cary Middle","1000 Evans Road","-","Cary","NC","27513","-","-","-","-","-","-","-","920","920604","370472001905"
"West Lake Elementary","West Lake Elementary","4500 West Lake Rd","-","Apex","NC","27539","7655","-","-","-","-","-","-","920","920606","370472000205"
"West Lake Middle","West Lake Middle","4600 West Lake Rd","-","Apex","NC","27539","7657","-","-","-","-","-","-","920","920607","370472000267"
"West Millbrook Middle","West Millbrook Middle","8115 Strickland Rd","-","Raleigh","NC","27615","3129","-","-","-","-","-","-","920","920608","370472001906"
"White Oak Elementary","White Oak Elementary School","1512 White Oak Church Rd","-","Apex","NC","27523","-","-","-","-","-","-","-","920","920614","370472003377"
"Wilburn Elementary","Wilburn Elementary","3707 Marsh Creek Rd","-","Raleigh","NC","27604","-","-","-","-","-","-","-","920","920616","370472001908"
"Wildwood Forest Elementary","Wildwood Forest Elementary","8401 Wildwood Forest Drive","-","Raleigh","NC","27616","-","-","-","-","-","-","-","920","920618","370472002493"
"Wiley Elementary","Wiley Elementary","301 St. Mary's Street","-","Raleigh","NC","27605","-","-","-","-","-","-","-","920","920620","370472001909"
"Woods Creek Elementary","Woods Creek Elementary","7451 Woods Creek Rd","-","Holly Springs","NC","27539","-","-","-","-","-","-","-","920","920623","370472003670"
"Willow Springs Elementary","Willow Springs Elementary","6800 Dwight Rowland Rd","-","Willow Spring","NC","27592","9342","-","-","-","-","-","-","920","920624","370472001910"
"Willow Spring High","Willow Spring High School","1704 Old Honeycutt Rd","-","Fuquay Varina","NC","27526","-","-","-","-","-","-","-","920","920625","370472003570"
"Yates Mill Elementary","Yates Mill Elementary","5993 Yates Mill Pond Road","-","Raleigh","NC","27606","-","-","-","-","-","-","-","920","920626","370472002561"
"York Elementary","York Elementary","5201 Brookhaven Drive","-","Raleigh","NC","27612","-","-","-","-","-","-","-","920","920628","370472001911"
"Zebulon Elementary","Zebulon Elementary","700 Proctor St","-","Zebulon","NC","27597","8726","-","-","-","-","-","-","920","920632","370472001912"
"Zebulon Middle","Zebulon Middle","1000 Shepard School Rd","-","Zebulon","NC","27597","-","-","-","-","-","-","-","920","920636","370472001913"
"The Exploris School","The Exploris School","401 Hillsborough St.","-","Raleigh","NC","27603","-","-","-","-","-","-","-","92B","92B000","370004302358"
"Magellan Charter","The Magellan Charter School","9324 Baileywick Road","-","Raleigh","NC","27615","-","-","-","-","-","-","-","92D","92D000","370004502360"
"Sterling Montessori Academy","Sterling Montessori Academy","202 Treybrooke Drive","-","Morrisville","NC","27560","-","-","-","-","-","-","-","92E","92E000","370004602361"
"Franklin Academy","Franklin Academy","1127 Chalk Rd","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","92F","92F000","370006902415"
"East Wake Academy","East Wake Academy","821 Charter School Way","-","Zebulon","NC","27597","-","-","-","-","-","-","-","92G","92G000","370007002416"
"Raleigh Charter High School","Raleigh Charter High School","1307 Glenwood Avenue","-","Raleigh","NC","27605","3249","-","-","-","-","-","-","92K","92K000","370009702494"
"PreEminent Charter","PreEminent Charter School","3815 Rock Quarry Road","-","Raleigh","NC","27610","-","-","-","-","-","-","-","92M","92M000","370011302553"
"Quest Academy","Quest Academy","10908 Strickland Road","-","Raleigh","NC","27615","-","-","-","-","-","-","-","92N","92N000","370009902496"
"Southern Wake Academy","Southern Wake Academy","5108 Old Powell Rd","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","92P","92P000","370011402554"
"Casa Esperanza Montessori Charter School","Casa Esperanza Montessori Charter School","10510 Star Road","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","92R","92R000","370013102681"
"Endeavor Charter School","Endeavor Charter School","4879 One World Way","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","92S","92S000","370031403040"
"Triangle Math and Science Academy","Triangle Math and Science Academy","312 Gregson Dr.","-","Cary","NC","27511","-","-","-","-","-","-","-","92T","92T000","370032403259"
"Longleaf School of the Arts","Longleaf School of the Arts","322 Chapanoke Road","-","Raleigh","NC","27603","-","-","-","-","-","-","-","92U","92U000","370033703282"
"Wake Forest Charter Academy","Wake Forest Charter Academy","1851 Friendship Chapel Rd","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","92V","92V000","370036403326"
"Cardinal Charter Academy","Cardinal Charter Academy","1020 St. Charles Place","-","Cary","NC","27513","-","-","-","-","-","-","-","92W","92W000","370035803325"
"Envision Science Academy","Envision Science Academy","590 Traditions Grande Blvd","-","Wake Forest","NC","27587","-","-","-","-","-","-","-","92Y","92Y000","370036203331"
"Mariam Boyd Elementary","Mariam Boyd Elementary School","203 Cousin Lucy's Lane","-","Warrenton","NC","27589","-","-","-","-","-","-","-","930","930330","370474001916"
"Northside Elementary","Northside Elementary School","164 Elementary Ave","-","Norlina","NC","27563","-","-","-","-","-","-","-","930","930340","370474001919"
"Vaughan Elementary","Vaughan Elementary School","2936 US Hwy 158E","-","Macon","NC","27551","-","-","-","-","-","-","-","930","930348","370474001921"
"Warren County High","Warren County High School","149 Campus Drive","-","Warrenton","NC","27589","-","-","-","-","-","-","-","930","930352","370474002189"
"Warren County Middle","Warren County Middle School","118 Campus Drive","-","Warrenton","NC","27589","-","-","-","-","-","-","-","930","930354","370474000329"
"Warren Early College High","Warren Early College High School","210 Ridgeway St","-","Warrenton","NC","27589","-","PO Box 110","-","Warrenton","NC","27589","-","930","930360","370474003044"
"Haliwa-Saponi Tribal School","Haliwa-Saponi Tribal School","130 Haliwa-Saponi Trail","-","Hollister","NC","27844","-","-","-","-","-","-","-","93A","93A000","370011502562"
"RISE Southeast Raleigh Charter School","RISE Southeast Raleigh Charter School","3420 Idlewood Village Dr","-","Raleigh","NC","27610","-","-","-","-","-","-","-","93J","93J000","370039703374"
"Central Wake High School","Central Wake High School","1425 Rock Quarry Road ","-","Raleigh","NC","27610","-","-","-","-","-","-","-","93L","93L000","370040603403"
"Peak Charter Academy","Peak Charter Academy","1601 Orchard Villas Ave","-","Apex","NC","27502","-","-","-","-","-","-","-","93M","93M000","370040203386"
"Pine Springs Preparatory Academy","Pine Springs Preparatory Academy","220 Rosewood Centre Dr","-","Holly Springs","NC","27540","-","1729 N. Main Street","-","Holly Springs","NC","27540","-","93N","93N000","370041703413"
"Pine Springs Preparatory Remote Academy","Pine Springs Preparatory Remote Academy","220 Rosewood Centre Dr","-","Holly Springs","NC","27540","-","-","-","-","-","-","-","93N","93N310","370041703682"
"Rolesville Charter Academy","Rolesville Charter Academy","908 Eagle Scholars Drive","-","Rolesville","NC","27571","-","-","-","-","-","-","-","93P","93P000","370043303454"
"Carolina Charter Academy","Carolina Charter Academy: CFA","8529 NC Highway 55","-","Angier","NC","27501","-","8529 NC Highway 55","-","Angier","NC","27501","-","93Q","93Q000","370042303461"
"Raleigh Oak Charter","Raleigh Oak Charter School","2600 Sumer Drive","-","Raleigh","NC","27615","-","-","-","-","-","-","-","93R","93R000","370042803452"
"Cardinal Charter Acad at Wendell Falls","Cardinal Charter Academy at Wendell Falls","6041 Taylor Rd.","-","Wendell","NC","27591","-","-","-","-","-","-","-","93T","93T000","370046503523"
"Doral Academy of North Carolina","Doral Academy of North Carolina","7001 Destiny Drive","-","Raleigh","NC","27604","-","7000 Destiny Dr","-","Raleigh","NC","27604","-","93V","93V000","370046403535"
"The Math and Science Academy of Apex","The Math and Science Academy of Apex","3501 Dropseed Dr.","-","Apex","NC","27502","-","-","-","-","-","-","-","93Y","93Y000","370048203619"
"Washington County Elementary School","Washington County Elementary School","3177 US Hwy 64 East","-","Plymouth","NC","27962","-","-","-","-","-","-","-","940","940314","370480002190"
"Washington County High","Washington County High","3177 US Hwy 64 East","-","Plymouth","NC","27962","-","PO Box 827","-","Plymouth","NC","27962","0827","940","940316","370480001930"
"Washington Early College High","Washington Co Early College High School","115 Middle Street","-","Creswell","NC","27928","-","P.O.. Box 97","-","Creswell","NC","27928","-","940","940330","370480003442"
"Pocosin Innovative Charter","Pocosin Innovative Charter","500 1st St","-","Creswell","NC","27928","-","PO Box 265","-","Creswell","NC","27928","-","94A","94A000","370044803510"
"NERSBA Early College","NERSBA Early College","1215 Saint Andrews St","-","Jamesville","NC","27846","-","-","-","-","-","-","-","94Z","94Z000","370032103254"
"Bethel Elementary","Bethel Elementary","138 Bethel School Rd","-","Sugar Grove","NC","28679","9720","-","-","-","-","-","-","950","950308","370483001934"
"Blowing Rock Elementary","Blowing Rock Elementary","165 Morris Street","-","Blowing Rock","NC","28605","-","PO Box 228","-","Blowing Rock","NC","28605","0228","950","950312","370483001935"
"Cove Creek Elementary","Cove Creek Elementary","930 Vanderpool Rd","-","Vilas","NC","28692","-","-","-","-","-","-","-","950","950316","370483001936"
"Green Valley Elementary","Green Valley Elementary","189 Big Hill Road","-","Boone","NC","28607","9630","-","-","-","-","-","-","950","950320","370483001937"
"Hardin Park Elementary","Hardin Park Elementary","361 Jefferson Road","-","Boone","NC","28607","9320","-","-","-","-","-","-","950","950322","370483001938"
"Mabel Elementary","Mabel Elementary","404 Mabel School Road","-","Zionville","NC","28698","9708","-","-","-","-","-","-","950","950324","370483001939"
"Parkway Elementary","Parkway Elementary","160 Parkway School Dr","-","Boone","NC","28607","9750","-","-","-","-","-","-","950","950328","370483001940"
"Valle Crucis Elementary","Valle Crucis Elementary","175 Pioneer Trail","-","Boone","NC","28607","-","-","-","-","-","-","-","950","950332","370483001941"
"Watauga Virtual Academy","Watauga Virtual Academy","175 Pioneer Trail","-","Boone","NC","28607","-","-","-","-","-","-","-","950","950334","370483003559"
"Watauga High","Watauga High","300 Go Pioneers Drive","-","Boone","NC","28607","-","-","-","-","-","-","-","950","950336","370483001943"
"Watauga Innovation Academy","Watauga Innovation Academy","300 Go Pioneers Drive","-","Boone","NC","28607","-","-","-","-","-","-","-","950","950338","370483003376"
"Two Rivers Community School","Two Rivers Community School","1018 Archie Carroll Road","-","Boone","NC","28607","-","-","-","-","-","-","-","95A","95A000","370013802808"
"Brogden Middle","Brogden Middle School","3761 US 117 S Alt","-","Dudley","NC","28333","-","-","-","-","-","-","-","960","960312","370488001945"
"Brogden Primary","Brogden Primary School","2253 Old Mt Olive Hwy","-","Dudley","NC","28333","-","-","-","-","-","-","-","960","960314","370488001946"
"Carver Elementary","Carver Elementary School","400 Old Seven Springs Rd","-","Mount Olive","NC","28365","0679","-","-","-","-","-","-","960","960316","370488001947"
"Carver Heights Elementary","Carver Heights Elementary School","411 Bunche Drive","-","Goldsboro","NC","27530","6469","-","-","-","-","-","-","960","960318","370488000349"
"Charles B Aycock High","Charles B. Aycock High School","5460 US 117 North","-","Pikeville","NC","27863","0159","PO Box 159","-","Pikeville","NC","27863","0159","960","960324","370488001948"
"Dillard Middle","Dillard Middle School","1101 S Devereaux St","-","Goldsboro","NC","27530","6400","-","-","-","-","-","-","960","960326","370488000398"
"Eastern Wayne Elementary","Eastern Wayne Elementary School","1271 New Hope Road","-","Goldsboro","NC","27534","-","-","-","-","-","-","-","960","960329","370488001949"
"Eastern Wayne High","Eastern Wayne High School","1135 New Hope Road","-","Goldsboro","NC","27534","8899","-","-","-","-","-","-","960","960330","370488001950"
"Eastern Wayne Middle","Eastern Wayne Middle School","3518 Central Heights Rd","-","Goldsboro","NC","27534","8898","-","-","-","-","-","-","960","960331","370488001951"
"Edgewood Cmty Developmental","Edgewood Community Developmental School","1135 E. New Hope Rd","Edgewood","Goldsboro","NC","27534","8899","-","-","-","-","-","-","960","960332","370488000413"
"Fremont STARS Elementary","Fremont STARS Elementary","647 NC Hwy 222","-","Fremont","NC","27830","-","PO Box 428","-","Fremont","NC","27830","0428","960","960334","370488001953"
"Goldsboro High","Goldsboro High School","700 N. Herman St.","-","Goldsboro","NC","27530","-","-","-","-","-","-","-","960","960335","370488000502"
"Grantham Elementary","Grantham Elementary","174 Grantham School Rd","-","Goldsboro","NC","27530","9746","-","-","-","-","-","-","960","960336","370488001954"
"Grantham Middle","Grantham Middle School","3093 S US Hwy 13","-","Goldsboro","NC","27530","-","-","-","-","-","-","-","960","960338","370488003357"
"Greenwood Middle","Greenwood Middle School","3209 E Ash Street","-","Goldsboro","NC","27534","4592","-","-","-","-","-","-","960","960340","370488001955"
"Meadow Lane Elementary","Meadow Lane Elementary School","3500 E Ash Street","-","Goldsboro","NC","27534","4498","-","-","-","-","-","-","960","960344","370488001956"
"Mount Olive Middle","Mount Olive Middle School","309 Wooten Street","-","Mount Olive","NC","28365","1599","-","-","-","-","-","-","960","960348","370488001957"
"Norwayne Middle","Norwayne Middle School","1394 Norwayne School Road","-","Fremont","NC","27830","9554","-","-","-","-","-","-","960","960360","370488001959"
"Rosewood Elementary","Rosewood Elementary School","126 Charlie Braswell Road","-","Goldsboro","NC","27530","9805","-","-","-","-","-","-","960","960370","370488002058"
"Rosewood High","Rosewood High School","900 Rosewood Road","-","Goldsboro","NC","27530","9814","-","-","-","-","-","-","960","960372","370488001961"
